Ensembl_ID	Gene_ID	Gene_Type	logConc	logFC	pVal.Tgw	adj.pVal.Tgw	Tgw.Disp	UpDown.Tgw	MCF7_R1	MCF7_R2	MCF7_R3	MDA_R1	MDA_R2	MDA_R3	MDA_siNS_R1	MDA_siNS_R2	MDA_siNS_R3	MDA_siRunx1_R1	MDA_siRunx1_R1.1	MDA_siRunx1_R1.2
ENSG00000204282.4	TNRC6C-AS1	processed_transcript	-0.405030521	1.522948721	0.056408218	0.153709737	0.010355853	0	27	41	36	48	58	65	36	23	32	30	57	30
ENSG00000262136.1	CTD-2033A16.3	antisense	-1.572729157	-0.60787808	0.056758956	0.154480284	0.024212195	0	15	29	23	2	4	8	2	1	6	0	4	0
ENSG00000250303.3	RP11-356J5.12	lincRNA	-0.609353006	0.505015357	0.056880551	0.154713506	0.013450156	0	10	25	16	20	21	23	29	26	19	7	21	10
ENSG00000236753.3	MKLN1-AS	processed_transcript	0.549650334	0.616804803	0.056979017	0.154893752	0.022941451	0	11	10	6	10	17	32	31	26	25	28	25	23
ENSG00000259959.1	RP11-121C2.2	lincRNA	-0.509871785	1.539950805	0.058514055	0.15787979	0.016980589	0	96	97	98	29	33	40	20	18	10	11	31	23
ENSG00000275560.1	RP11-180M15.7	sense_intronic	0.447371904	1.524500155	0.059367236	0.159640375	0.012961014	0	42	36	44	19	38	44	47	51	38	33	49	41
ENSG00000126005.13	MMP24-AS1	antisense	-0.297856673	5.163121078	0.059794449	0.160517882	0.016278667	0	57	103	122	577	737	759	765	689	601	459	718	360
ENSG00000203875.8	SNHG5	processed_transcript	0.199973135	6.859337437	0.060589097	0.161913525	0.007524496	0	1677	1928	1808	1294	1768	1808	1787	1666	1447	1305	1957	1772
ENSG00000245556.2	SCAMP1-AS1	lincRNA	-0.374647325	2.274884673	0.061367159	0.163443733	0.012482167	0	85	119	112	66	66	71	59	72	49	33	65	45
ENSG00000223473.2	GS1-124K5.3	lincRNA	1.059673251	-0.236463449	0.061506108	0.163676818	0.018509033	0	21	32	24	4	5	2	6	11	2	7	7	7
ENSG00000232445.1	RP11-132A1.4	antisense	0.390520618	2.39863764	0.061860011	0.164508546	0.011379869	0	142	186	167	44	45	68	34	31	38	42	77	67
ENSG00000272356.1	RP5-1112D6.8	antisense	-0.995574513	-0.239376167	0.062308961	0.165279883	0.011651323	0	23	27	29	8	6	13	3	2	5	2	4	6
ENSG00000250802.4	ZBED3-AS1	antisense	0.538456586	1.485312607	0.062421183	0.165502989	0.01863074	0	52	70	67	28	33	24	32	35	22	22	59	33
ENSG00000247572.5	CKMT2-AS1	antisense	0.411510646	2.0474676	0.064233558	0.169152623	0.015915308	0	80	93	104	37	41	65	47	38	40	40	58	72
ENSG00000249673.4	NOP14-AS1	antisense	-0.323178492	4.106677452	0.064673846	0.169932503	0.017069761	0	236	392	335	216	252	326	237	259	218	178	266	130
ENSG00000205740.2	RP11-363N22.3	processed_transcript	0.568972116	0.747346944	0.06467717	0.169932503	0.021170489	0	12	26	29	18	14	26	24	25	21	30	28	19
ENSG00000250697.1	CTD-2066L21.3	lincRNA	0.456696785	1.68019156	0.065044394	0.170666451	0.024556082	0	0	1	0	48	46	72	64	45	42	46	109	55
ENSG00000234678.1	RP11-465N4.4	antisense	-1.082714222	-0.24390657	0.065816173	0.17226536	0.011585575	0	24	27	22	8	8	8	8	5	7	5	3	2
ENSG00000271270.3	TMCC1-AS1	antisense	0.747113792	0.426437858	0.067277646	0.174825189	0.030431521	0	39	28	26	8	11	12	20	12	12	10	17	20
ENSG00000260081.1	RP11-66N11.8	antisense	1.11807285	0.351432259	0.067815568	0.175878322	0.029890764	0	43	71	46	5	5	2	4	5	3	10	12	2
ENSG00000196741.5	CXorf24	lincRNA	-0.752065975	0.63181939	0.067920559	0.176087151	0.03474952	0	46	42	59	18	11	21	5	12	14	5	13	9
ENSG00000240567.1	RP11-3P17.4	lincRNA	1.616273231	-0.573316696	0.06795046	0.176113336	0.010412245	0	25	30	27	0	1	2	2	0	1	2	4	3
ENSG00000206195.8	DUXAP8	processed_transcript	-0.766121665	2.021391618	0.068175221	0.176580814	0.01791705	0	190	264	194	8	16	20	12	13	10	3	8	12
ENSG00000234771.3	SLC25A25-AS1	antisense	-0.826443892	0.145841881	0.068224941	0.176636893	0.023657784	0	31	47	25	10	12	16	8	3	4	6	5	8
ENSG00000260285.1	RP11-600F24.7	antisense	1.276043348	-0.346378489	0.068335885	0.176766747	0.030138875	0	28	32	21	3	3	2	2	3	5	7	9	2
ENSG00000224046.1	AC005076.5	antisense	0.788470676	0.202072652	0.069026115	0.178088292	0.019072041	0	27	46	32	5	8	10	7	9	3	12	18	6
ENSG00000277142.1	LINC00235	lincRNA	0.601531814	1.028210798	0.069114889	0.178231281	0.016805632	0	46	69	66	9	21	14	21	19	19	23	27	10
ENSG00000264247.1	LINC00909	lincRNA	-0.358723966	2.084946255	0.070730258	0.181413999	0.009025762	0	89	105	106	51	63	60	53	51	37	29	56	38
ENSG00000242687.2	AC004893.11	antisense	-0.741948843	0.840565493	0.070759341	0.181442687	0.01160525	0	53	73	85	14	16	11	12	10	7	4	8	10
ENSG00000279425.1	CTD-2017D11.2	TEC	-1.08680684	-0.320849425	0.071042736	0.1820227	0.013114559	0	19	22	21	6	12	11	7	3	6	6	1	5
ENSG00000228742.7	RP5-884M6.1	lincRNA	0.360386973	2.063237523	0.071441499	0.182721539	0.013794123	0	0	0	0	47	78	80	92	77	78	69	111	57
ENSG00000231185.4	AC005592.2	antisense	-0.564180353	0.559507238	0.071736054	0.183301973	0.023254542	0	2	2	2	17	34	38	38	18	29	11	27	16
ENSG00000251322.5	SHANK3	processed_transcript	-0.502991762	1.321686288	0.071737878	0.183301973	0.024982355	0	25	58	57	33	59	41	22	19	24	24	42	19
ENSG00000260948.1	RP11-552M11.8	sense_overlapping	-0.729012068	-0.330113814	0.071845322	0.183517566	0.027080909	0	4	4	1	17	18	19	13	7	4	9	6	14
ENSG00000251615.3	RP11-774O3.3	lincRNA	-1.080885103	-0.173333625	0.07270761	0.185244322	0.021209744	0	29	34	22	6	11	7	4	5	7	3	3	4
ENSG00000272419.3	RP11-403I13.8	processed_transcript	-0.681580728	0.314382813	0.072768761	0.185295329	0.009654335	0	17	20	30	14	19	19	19	17	13	11	12	6
ENSG00000267745.1	RP11-686D22.8	processed_transcript	-0.583937893	0.276874072	0.074314459	0.187937193	0.015465638	0	0	0	0	17	25	39	22	15	22	16	18	14
ENSG00000231290.3	APCDD1L-AS1	processed_transcript	-0.485511871	1.424949609	0.075617473	0.190522504	0.027100044	0	8	9	6	51	31	67	67	57	47	27	43	27
ENSG00000271851.1	RP11-565F19.2	sense_intronic	-0.382390173	1.569921499	0.076636062	0.192236541	0.010447822	0	40	39	43	53	55	58	32	30	33	31	43	41
ENSG00000214248.2	CTD-3193O13.12	antisense	0.636807267	0.323812966	0.076834698	0.192582999	0.027434001	0	11	26	17	13	8	20	23	11	11	16	28	14
ENSG00000224043.5	CCNT2-AS1	antisense	-0.938890464	-0.159743016	0.077908551	0.194906125	0.01569463	0	31	31	29	4	12	10	3	3	2	3	6	3
ENSG00000235244.3	RP11-761E20.1	lincRNA	0.773763427	0.950073615	0.078143461	0.195278877	0.012279229	0	72	75	86	7	7	8	15	14	10	10	10	14
ENSG00000224152.1	AC009506.1	antisense	-0.840979436	0.756639947	0.078265595	0.195514424	0.018311681	0	64	74	63	13	9	10	9	16	9	4	5	7
ENSG00000231721.4	LINC-PINT	antisense	0.320864057	2.936885585	0.078368098	0.195655862	0.015785519	0	48	48	53	86	148	123	128	131	121	134	159	104
ENSG00000203288.3	RP11-98D18.9	antisense	0.561105598	1.813724056	0.078418704	0.195720783	0.01192836	0	133	196	148	11	19	16	22	14	13	18	22	21
ENSG00000232677.4	LINC00665	lincRNA	0.452415462	0.833265604	0.078479678	0.195842247	0.017286981	0	2	4	4	19	27	40	30	37	18	32	41	32
ENSG00000268516.2	CTD-3138B18.5	antisense	-0.344219079	1.833601372	0.08044223	0.199519303	0.011614618	0	27	38	36	59	62	71	64	54	50	26	64	48
ENSG00000259826.1	RP11-467D6.1	antisense	0.786654271	0.020041389	0.081901325	0.201943597	0.02441621	0	13	10	14	10	4	12	22	19	10	11	20	10
ENSG00000256151.1	RP11-76C10.5	lincRNA	-0.245835288	3.424768226	0.082332746	0.202754422	0.008868434	0	3	1	2	179	212	277	208	203	183	144	199	162
ENSG00000228106.3	RP11-452F19.3	lincRNA	-0.377623255	2.089901977	0.083431543	0.204763115	0.017504072	0	47	51	60	67	65	103	54	70	43	47	60	55
ENSG00000224281.4	SLC25A5-AS1	processed_transcript	-0.832623059	0.313629495	0.083676981	0.205118052	0.016660278	0	26	51	39	13	10	15	14	7	6	8	5	6
ENSG00000228613.1	AC144450.1	antisense	-1.459649795	-0.558073516	0.083968843	0.205630605	0.010843919	0	23	26	26	5	5	6	0	2	0	3	1	1
ENSG00000279602.1	CTD-3014M21.1	TEC	0.365835773	3.874778036	0.083991786	0.205630605	0.026341179	0	38	68	54	187	203	208	328	372	261	208	356	150
ENSG00000243926.1	TIPARP-AS1	antisense	-0.743021314	0.623464243	0.084061639	0.20576996	0.018288758	0	43	47	37	13	11	23	19	16	18	6	7	12
ENSG00000186615.8	KTN1-AS1	antisense	-0.337389498	2.068698435	0.08423155	0.206090756	0.009630043	0	81	112	98	58	61	63	44	38	43	29	58	44
ENSG00000273281.1	RP11-339B21.14	lincRNA	-0.608046267	1.081885736	0.084436843	0.206434329	0.021072029	0	74	80	61	17	19	34	11	13	10	10	16	15
ENSG00000258708.1	SLC25A21-AS1	antisense	0.651148921	1.090572523	0.084804015	0.207077453	0.015671001	0	55	91	61	11	15	11	21	23	21	9	26	18
ENSG00000258199.1	RP11-977G19.5	sense_overlapping	-0.564309139	0.750011105	0.084866968	0.207199374	0.02534626	0	21	35	36	23	39	18	14	19	21	13	21	15
ENSG00000246067.5	RAB30-AS1	lincRNA	0.310016029	3.281707269	0.085003489	0.207405385	0.01555978	0	197	182	234	84	128	156	128	88	108	103	167	138
ENSG00000238290.1	RP11-431K24.1	lincRNA	0.657869482	-0.282479956	0.085321858	0.20795896	0.010982367	0	0	0	0	10	7	11	19	21	12	12	16	12
ENSG00000263013.1	RP11-876N24.5	sense_intronic	-0.700541795	0.560607738	0.08537656	0.2079967	0.05831366	0	21	15	28	36	16	29	13	12	20	15	18	13
ENSG00000253284.2	RP11-282K24.3	sense_intronic	-0.57517036	0.807457078	0.085696115	0.208583583	0.02275381	0	33	26	40	19	27	38	16	18	20	12	15	23
ENSG00000280351.1	CTD-2561B21.8	TEC	-0.561233385	0.096682429	0.086304546	0.209647577	0.016473568	0	11	11	10	15	21	21	12	16	13	5	21	9
ENSG00000225791.4	TRAM2-AS1	lincRNA	-0.272833061	2.961163507	0.086582171	0.210065404	0.008131218	0	124	187	157	93	120	133	125	94	78	66	105	87
ENSG00000277879.1	RP11-129M16.4	antisense	0.497734269	0.588050959	0.089044117	0.21439018	0.008985792	0	18	20	17	20	20	21	18	19	10	20	34	24
ENSG00000267213.4	AC007773.2	antisense	0.438866253	1.026116697	0.089128284	0.214476728	0.009813511	0	10	31	21	22	28	32	37	26	27	31	41	28
ENSG00000260035.1	CTD-2651B20.6	sense_intronic	0.430287838	0.811431414	0.089988939	0.216090252	0.00729723	0	6	10	9	18	29	29	28	30	31	29	37	26
ENSG00000250548.4	RP11-47I22.2	lincRNA	0.404689696	1.450650305	0.091116921	0.21784543	0.016818106	0	0	0	0	44	38	46	59	55	49	54	50	48
ENSG00000260329.1	RP11-412D9.4	antisense	0.520946292	0.519111236	0.091913929	0.219289627	0.005125718	0	7	13	8	15	16	20	32	25	25	17	26	23
ENSG00000269973.1	RP11-95D17.1	lincRNA	-0.262957563	3.137941248	0.092703178	0.220808424	0.010372197	0	89	106	98	132	174	224	115	81	98	102	153	140
ENSG00000183250.9	C21orf67	lincRNA	-0.399289175	2.087827519	0.092924729	0.221269884	0.010004774	0	106	186	157	32	47	47	36	34	31	25	40	21
ENSG00000267152.1	CTD-2528L19.6	lincRNA	-0.543092667	0.317935262	0.093481182	0.22219586	0.010712657	0	15	9	17	20	21	27	18	14	13	12	20	10
ENSG00000179818.11	PCBP1-AS1	antisense	0.399382843	2.268988325	0.093580961	0.222267005	0.013256441	0	175	185	181	24	41	35	33	36	36	36	43	39
ENSG00000270344.2	RP11-734K2.4	antisense	-0.501642348	1.33972226	0.093665826	0.222368988	0.01308778	0	77	94	97	20	34	23	14	12	18	15	24	10
ENSG00000255400.1	RP13-631K18.5	lincRNA	-0.889800633	-0.649510668	0.094794959	0.224513633	0.0295978	0	1	0	1	13	5	11	17	13	13	7	5	2
ENSG00000237943.4	PRKCQ-AS1	processed_transcript	0.554962808	-0.055144795	0.095306282	0.225389157	0.019641654	0	0	0	0	8	15	24	15	14	7	17	29	16
ENSG00000170919.13	TPT1-AS1	antisense	-0.495961652	0.952337594	0.095502713	0.225719499	0.016736182	0	25	51	33	22	36	28	25	28	18	16	27	12
ENSG00000215447.5	BX322557.10	processed_transcript	-0.261279193	3.373777305	0.095888939	0.22626263	0.00823423	0	235	288	317	107	127	158	127	115	97	77	114	103
ENSG00000231607.6	DLEU2	antisense	0.300688505	4.042601699	0.096274533	0.227071464	0.019613949	0	211	188	221	200	230	306	255	214	190	219	260	325
ENSG00000259065.1	RP5-1021I20.1	antisense	-1.612180997	-0.141003447	0.096295395	0.227087005	0.011498963	0	28	46	34	3	3	5	9	4	5	0	2	1
ENSG00000259985.1	RP11-549B18.1	antisense	-0.558655566	0.260219246	0.096618578	0.227490494	0.016826771	0	10	9	9	18	17	36	18	13	14	14	17	12
ENSG00000244567.1	AC096772.6	lincRNA	-0.707305862	0.429932948	0.097170922	0.228474441	0.018543206	0	33	45	41	13	20	11	15	5	11	9	5	10
ENSG00000236269.1	ENO1-IT1	sense_intronic	0.394491513	1.131382608	0.097338536	0.228696114	0.008130157	0	8	13	15	21	35	34	44	43	38	36	41	29
ENSG00000235159.1	RP6-109B7.4	lincRNA	0.722424968	-0.006793705	0.098339704	0.230507224	0.041851837	0	5	10	11	11	16	6	15	10	18	21	17	11
ENSG00000280374.1	RP11-337N6.3	sense_intronic	-0.588801503	-0.126192923	0.098435804	0.230633593	0.019059004	0	0	0	0	13	21	21	19	18	12	8	20	5
ENSG00000234432.4	RP11-1275H24.1	lincRNA	0.657934654	0.468313927	0.099070846	0.23175301	0.025223631	0	21	49	33	9	8	16	16	13	12	17	22	8
ENSG00000272599.2	RP11-152N13.16	antisense	0.523783948	1.093289716	0.099573815	0.232528699	0.026555308	0	37	30	48	19	20	35	25	26	18	17	47	33
ENSG00000276564.1	CTA-276F8.1	lincRNA	-1.086084946	-0.159378915	0.10282128	0.238204629	0.015579406	0	28	34	45	2	7	8	3	1	3	1	4	2
ENSG00000268713.1	CTC-444N24.8	lincRNA	0.453472097	1.44548558	0.103618687	0.239670971	0.028893677	0	29	27	30	28	50	34	54	30	33	33	43	61
ENSG00000225335.3	XXbac-B476C20.9	antisense	-1.093972752	-0.276531815	0.1042021	0.2406106	0.017811495	0	18	39	34	5	7	5	1	4	5	1	4	2
ENSG00000273311.1	DGCR11	sense_intronic	-0.376653729	1.651723536	0.104392882	0.240898498	0.01290916	0	38	45	57	51	42	64	47	43	34	31	40	38
ENSG00000235823.1	LINC00263	lincRNA	0.585283213	1.32584897	0.105077721	0.241995602	0.040890255	0	67	83	78	15	19	17	25	31	25	36	18	13
ENSG00000223891.3	OSER1-AS1	lincRNA	-0.381245978	2.613432555	0.106468754	0.244257253	0.027398433	0	59	99	68	83	144	130	76	85	63	93	99	50
ENSG00000255468.4	RP11-867G23.8	antisense	0.708113859	0.281166866	0.106591521	0.244447635	0.020706795	0	15	34	35	13	7	8	12	13	14	10	20	12
ENSG00000227695.3	DNMBP-AS1	antisense	-0.386902034	1.03693899	0.107136645	0.245308844	0.010188818	0	0	1	0	38	41	46	48	37	34	30	35	21
ENSG00000247400.3	DNAJC3-AS1	lincRNA	0.624592161	0.848565698	0.107223109	0.245400876	0.014405118	0	57	70	53	7	15	9	14	19	14	14	15	14
ENSG00000205885.5	C1RL-AS1	antisense	-0.381032655	1.355656779	0.107277792	0.245490717	0.013988763	0	0	0	0	37	60	69	44	41	53	34	50	30
ENSG00000278864.1	RP11-45M22.2	TEC	0.513584278	0.927948452	0.108733795	0.247824583	0.011901539	0	26	37	47	16	20	19	23	28	27	15	28	28
ENSG00000280173.1	RP11-447D11.3	TEC	0.433586379	1.49811653	0.112272299	0.253781012	0.020473618	0	36	55	67	32	25	37	34	48	28	36	47	32
ENSG00000279191.1	RP11-803D5.1	TEC	-0.713286946	-0.251260343	0.112361765	0.253947165	0.032903807	0	10	11	14	11	16	17	6	3	13	9	12	3
ENSG00000260339.1	HEXA-AS1	antisense	1.957551369	-0.722189558	0.112401189	0.254000188	0.01034763	0	20	26	26	0	1	1	3	0	0	3	3	2
ENSG00000262160.1	RP11-96D1.11	antisense	-0.96459808	2.914654778	0.112666852	0.254289061	0.016706538	0	453	498	483	4	10	8	3	2	3	0	7	3
ENSG00000263272.1	CTC-524C5.2	antisense	0.569481906	0.352543043	0.113401025	0.255278376	0.019143284	0	25	21	15	6	18	15	19	18	13	13	22	17
ENSG00000255198.4	SNHG9	lincRNA	0.534695434	1.401624518	0.113471193	0.255330243	0.024675959	0	43	109	99	18	19	22	23	23	24	20	38	20
ENSG00000196295.9	AC005154.6	processed_transcript	-0.303217551	3.129343283	0.11373695	0.255694232	0.014045262	0	236	267	234	86	109	136	94	78	89	83	86	69
ENSG00000245532.5	NEAT1	lincRNA	0.306567523	6.476690926	0.115043398	0.257665472	0.025876282	0	3612	3359	2757	418	1008	726	878	811	833	624	906	815
ENSG00000215769.6	MIR6080	processed_transcript	-0.723017679	-0.169135099	0.116159374	0.259361746	0.012106264	0	14	24	25	10	16	9	6	8	4	4	9	6
ENSG00000260006.1	RP11-469M7.1	lincRNA	-0.30853219	2.859222583	0.116241772	0.259436504	0.014423576	0	149	166	140	74	117	136	95	74	87	63	82	89
ENSG00000261801.3	LOXL1-AS1	antisense	0.308146381	2.673666937	0.116805906	0.260354887	0.010791765	0	141	198	180	50	50	84	83	64	78	57	76	71
ENSG00000268129.1	RP11-91G21.1	lincRNA	0.777917555	-0.250905617	0.117656422	0.261532008	0.010563006	0	15	23	20	4	6	8	12	5	5	9	13	6
ENSG00000235703.3	LINC00894	antisense	-0.959383792	0.137863958	0.117682274	0.261550868	0.00796279	0	32	44	47	5	10	7	8	5	7	4	5	1
ENSG00000247516.4	MIR4458HG	lincRNA	0.288421822	2.642101196	0.118112636	0.262214336	0.016029758	0	28	36	42	85	117	116	99	84	91	109	102	132
ENSG00000222041.8	LINC00152	lincRNA	-0.216207644	5.804305665	0.119263234	0.263885039	0.012657376	0	180	313	297	823	1095	1142	1161	1079	871	740	1054	584
ENSG00000224699.6	LAMTOR5-AS1	antisense	0.934571552	-0.169378669	0.119875106	0.264907335	0.010307446	0	25	37	29	3	5	4	5	2	5	3	10	8
ENSG00000256628.3	ZBTB11-AS1	antisense	-0.416849241	2.023113623	0.120392768	0.265826142	0.026941176	0	69	150	118	56	52	54	38	43	24	36	50	25
ENSG00000235499.1	AC073046.25	lincRNA	-0.622481963	0.750931738	0.121044653	0.266935755	0.010335423	0	45	72	75	11	13	12	14	12	8	2	10	9
ENSG00000261342.1	AC006538.1	sense_intronic	-0.445425433	0.55962976	0.121478689	0.267633263	0.013596722	0	3	11	10	22	32	32	26	19	23	16	30	11
ENSG00000261051.1	RP11-274H2.5	sense_overlapping	-0.774135689	0.126644575	0.121616851	0.267863471	0.074516943	0	39	20	17	10	12	16	10	17	9	3	9	8
ENSG00000224189.4	HAGLR	antisense	0.286121686	1.903602468	0.121728193	0.268034498	0.010062345	0	12	10	16	55	65	87	62	47	40	56	89	82
ENSG00000274292.1	RP11-347I19.7	lincRNA	0.712748236	-0.231452165	0.12188855	0.268350453	0.03528257	0	8	24	22	3	6	13	6	10	4	10	9	13
ENSG00000273149.1	RP11-290D2.6	antisense	-0.412192636	4.56899459	0.123622829	0.271342646	0.046575734	0	822	413	813	193	352	273	348	281	250	113	247	200
ENSG00000260766.1	RP11-226L15.5	sense_overlapping	0.590812842	0.360066554	0.124741152	0.273028907	0.00826456	0	30	38	38	5	12	11	11	10	13	9	13	16
ENSG00000228340.3	MIR646HG	lincRNA	0.364629186	0.894639619	0.126459113	0.275855628	0.010318857	0	2	0	1	17	35	36	36	36	34	34	37	30
ENSG00000250241.3	RP11-9G1.3	lincRNA	3.618028642	-0.777145326	0.126561916	0.275890758	0.012508419	0	24	27	26	0	0	0	0	0	0	2	1	1
ENSG00000268584.1	RP11-464F9.20	antisense	0.57474535	0.069898447	0.126967031	0.276546402	0.006263621	0	16	19	20	10	8	11	14	13	12	12	13	14
ENSG00000272452.1	RP11-391M1.4	lincRNA	0.427169168	0.80298195	0.127156249	0.276807098	0.012730436	0	19	26	21	24	26	26	12	23	14	27	32	33
ENSG00000261490.1	RP11-448G15.3	sense_overlapping	-0.635855011	-0.047863389	0.128006657	0.278011727	0.01765929	0	23	16	21	10	18	12	9	7	9	6	8	9
ENSG00000280383.1	CTA-941F9.10	sense_overlapping	-0.440308107	0.993333808	0.128489739	0.278756509	0.015442193	0	28	27	40	24	34	42	27	14	27	16	26	24
ENSG00000258017.1	RP11-386G11.10	antisense	-0.397165727	3.894954929	0.129414946	0.279825063	0.044368698	0	165	83	199	224	252	284	276	272	242	107	260	171
ENSG00000260686.1	CTB-36H16.2	sense_overlapping	-0.402550275	1.021078111	0.129601877	0.280080534	0.012833439	0	12	13	15	34	44	45	24	30	30	31	27	25
ENSG00000279148.1	RP11-135F9.4	TEC	-0.572238632	0.424722696	0.129639973	0.280106139	0.027694299	0	14	24	35	18	26	23	19	6	10	16	12	12
ENSG00000234949.2	AC104667.3	antisense	-2.089425991	0.197515511	0.129885926	0.28044714	0.022420647	0	52	76	50	2	3	1	0	0	1	0	1	0
ENSG00000247271.4	ZBED5-AS1	antisense	-0.206944262	3.973145917	0.12988113	0.28044714	0.009462985	0	28	57	47	249	339	337	289	300	245	213	295	213
ENSG00000261094.2	RP11-355O1.11	sense_overlapping	0.423956036	1.018638533	0.131003408	0.282400111	0.016134519	0	34	29	33	15	24	36	21	24	28	23	36	31
ENSG00000267296.2	CEBPA-AS1	antisense	2.330662846	-0.177575387	0.131117477	0.282531173	0.02809955	0	27	44	56	0	1	0	1	0	2	0	5	1
ENSG00000234155.1	RP11-30P6.6	lincRNA	0.314837078	1.368529131	0.131158124	0.282580489	0.007650029	0	2	0	0	43	44	50	46	40	41	39	61	54
ENSG00000279544.1	AL133243.4	TEC	0.765282025	-0.226627896	0.131579094	0.283219015	0.011427119	0	23	34	34	0	3	8	4	2	5	4	7	6
ENSG00000233532.3	LINC00460	lincRNA	0.541714146	-0.117271244	0.133534299	0.286188608	0.013869563	0	1	0	0	11	13	12	17	19	17	18	13	16
ENSG00000232533.1	AC093673.5	antisense	-0.389971276	1.823734919	0.133900018	0.286779268	0.022662206	0	47	92	75	45	43	62	66	46	30	35	43	25
ENSG00000273568.1	RP11-417L19.6	sense_intronic	-0.649153302	0.299234001	0.134090093	0.287031814	0.031656649	0	21	57	32	12	12	14	10	8	10	4	13	5
ENSG00000280079.1	CTC-260E6.4	TEC	-0.345915967	0.907876535	0.135213523	0.288621191	0.015743424	0	1	2	0	40	42	58	22	22	16	18	45	37
ENSG00000248161.3	RP11-499E18.1	lincRNA	0.438356825	0.189319846	0.137158546	0.291599363	0.009143936	0	2	5	6	12	15	24	21	13	16	20	23	19
ENSG00000272750.1	RP11-378J18.8	antisense	-0.552535954	0.098514667	0.13949172	0.295179246	0.019683924	0	8	12	13	22	20	20	18	7	7	13	12	13
ENSG00000272686.1	RP11-390E23.6	antisense	0.259911704	3.000212572	0.139702802	0.295390204	0.010148888	0	177	212	191	71	101	103	114	76	76	72	122	103
ENSG00000267519.3	CTD-3252C9.4	lincRNA	-0.453434715	1.270923845	0.14091881	0.297289735	0.029268131	0	20	48	44	24	54	46	35	29	25	31	34	15
ENSG00000269958.1	RP11-73M18.8	sense_intronic	-0.282589884	3.10411727	0.141160125	0.297759347	0.017446343	0	106	183	169	118	138	177	97	92	105	109	136	74
ENSG00000256751.3	PLBD1-AS1	antisense	0.601165518	-0.149073664	0.141935858	0.29911014	0.051424687	0	5	4	3	4	17	14	18	17	5	9	25	14
ENSG00000245849.4	RAD51-AS1	processed_transcript	-0.580329439	0.283907773	0.142422815	0.299747276	0.026659677	0	22	20	24	14	19	17	16	11	19	4	9	17
ENSG00000262185.1	RP11-462G12.1	sense_overlapping	-0.493466598	0.74465782	0.142660011	0.300087709	0.033224797	0	12	6	10	35	37	28	28	28	20	27	23	14
ENSG00000223768.1	LINC00205	lincRNA	-0.28979653	2.88740098	0.142865827	0.300310524	0.01557257	0	136	216	226	79	79	131	76	84	82	54	98	62
ENSG00000258701.1	LINC00638	lincRNA	-0.503609351	0.563336943	0.144191569	0.302310192	0.013812781	0	31	35	49	18	16	21	14	15	7	8	16	11
ENSG00000260855.1	RP11-439E19.10	antisense	-0.642516045	0.740612051	0.148409039	0.308268437	0.027687412	0	63	51	58	17	17	11	12	10	12	9	9	8
ENSG00000245970.2	SNORA72	antisense	-0.740078795	0.391964284	0.148742682	0.30880021	0.094482014	0	35	9	42	16	16	16	20	13	16	9	11	6
ENSG00000237188.3	RP11-337C18.8	antisense	-0.524630885	1.00623867	0.150845615	0.312147819	0.008489759	0	67	83	78	17	15	21	9	9	10	12	11	10
ENSG00000225265.1	TAF1A-AS1	antisense	-0.504096939	0.603680439	0.152354178	0.314492388	0.011275483	0	31	48	34	15	21	16	15	16	19	6	14	13
ENSG00000262879.3	RP11-156P1.3	processed_transcript	-0.255236631	2.604797136	0.157636093	0.322579401	0.008315351	0	121	177	148	69	98	81	74	57	61	54	72	61
ENSG00000189223.11	PAX8-AS1	processed_transcript	-0.228582699	3.436079336	0.159895822	0.325662834	0.01155048	0	82	135	152	128	210	205	209	184	143	111	155	147
ENSG00000249743.3	RP11-60A8.1	lincRNA	-0.389259415	0.472000943	0.160402019	0.326404466	0.007907293	0	0	0	0	20	31	26	35	28	25	11	26	16
ENSG00000258920.1	FOXN3-AS1	antisense	-0.493288081	0.86501525	0.160595246	0.326714098	0.04540084	0	25	39	27	27	17	39	15	34	22	12	27	15
ENSG00000235609.6	AF127936.7	lincRNA	0.41720605	2.14465445	0.160834921	0.327076231	0.030216544	0	169	168	145	15	47	26	49	29	35	28	44	33
ENSG00000258512.1	LINC00239	lincRNA	-0.610384605	-0.152126274	0.161849998	0.328720363	0.023790144	0	0	0	0	7	26	17	23	15	17	9	11	9
ENSG00000245060.4	LINC00847	lincRNA	-0.227205659	3.45948774	0.164133519	0.332002088	0.007126223	0	329	443	415	85	109	134	106	84	82	72	97	82
ENSG00000235527.4	HIPK1-AS1	antisense	0.865571138	0.078037642	0.165953508	0.334365741	0.017848613	0	34	46	35	3	3	3	5	11	11	7	5	3
ENSG00000274425.1	AC114271.2	antisense	-0.539052765	0.909161281	0.166567123	0.335135241	0.051510717	0	32	62	68	31	12	28	17	11	9	16	20	9
ENSG00000275457.1	RP1-198K11.5	antisense	-0.497362258	0.391765338	0.167051868	0.335728467	0.012610775	0	14	29	29	11	23	21	16	15	17	6	18	11
ENSG00000269397.1	CTB-92J24.2	sense_intronic	0.491304714	0.414895915	0.1680033	0.3369596	0.013665385	0	30	29	35	6	16	12	21	10	12	11	17	15
ENSG00000280355.1	RP11-119F19.5	TEC	0.414547445	0.915473303	0.168295762	0.337418582	0.008976407	0	26	31	37	17	20	22	37	24	25	15	28	28
