Ensembl_ID	Gene_ID	Gene_Type	logConc	logFC	pVal.Tgw	adj.pVal.Tgw	Tgw.Disp	UpDown.Tgw	MCF7_R1	MCF7_R2	MCF7_R3	MDA_R1	MDA_R2	MDA_R3	MDA_siNS_R1	MDA_siNS_R2	MDA_siNS_R3	MDA_siRunx1_R1	MDA_siRunx1_R1.1	MDA_siRunx1_R1.2
ENSG00000165678.17	GHITM	protein_coding	0.165789374	8.692783388	0.052422436	0.212616209	0.005086545	0	6160	8968	8000	4494	6371	6717	6616	5771	5272	4069	6181	4901
ENSG00000143578.13	CREB3L4	protein_coding	-0.401434753	4.212727536	0.052436455	0.212618867	0.018886248	0	707	1214	1016	75	127	141	99	79	54	66	87	40
ENSG00000140319.8	SRP14	protein_coding	0.195966108	6.576676282	0.052508464	0.212856603	0.00665116	0	1160	1684	1764	1050	1614	1600	1676	1374	1318	948	1538	1075
ENSG00000164604.10	GPR85	protein_coding	-0.40742595	1.504686201	0.052729762	0.213644828	0.009406202	0	0	1	0	49	50	71	43	32	40	49	69	60
ENSG00000091527.13	CDV3	protein_coding	-0.203611677	8.42708265	0.052836318	0.213967587	0.007694098	0	7831	8944	9212	3743	4673	5817	3876	3516	3627	3092	4398	3978
ENSG00000163347.5	CLDN1	protein_coding	1.079465985	1.75857583	0.052910885	0.214188853	0.019934442	0	138	169	223	2	3	7	6	7	10	18	15	17
ENSG00000104154.6	SLC30A4	protein_coding	-0.313735807	3.595730837	0.052917879	0.214188853	0.012657717	0	149	199	171	155	220	266	172	158	130	121	166	192
ENSG00000196150.11	ZNF250	protein_coding	0.260787693	4.457959554	0.05305086	0.214617908	0.009052202	0	503	639	640	193	277	289	302	261	251	202	215	212
ENSG00000204335.3	SP5	protein_coding	-0.596601667	0.62735325	0.053089435	0.214664802	0.032813388	0	0	0	0	36	43	37	22	19	28	20	31	9
ENSG00000173540.10	GMPPB	protein_coding	-0.32353248	4.912852576	0.053114193	0.214710348	0.017876146	0	248	547	541	429	594	667	492	375	346	315	479	278
ENSG00000008018.8	PSMB1	protein_coding	0.204001391	7.737152697	0.053185088	0.214917991	0.00759026	0	3799	6476	5927	2147	2700	2815	2912	2728	2323	2011	3117	2100
ENSG00000172932.12	ANKRD13D	protein_coding	-0.365203209	4.400884515	0.053192574	0.214917991	0.02196801	0	307	620	497	272	427	384	292	253	210	167	279	120
ENSG00000057608.14	GDI2	protein_coding	0.188379235	9.390913406	0.053209056	0.214930004	0.006714634	0	10697	13130	12199	6953	9156	10096	10090	8908	7829	7865	10877	10304
ENSG00000154734.12	ADAMTS1	protein_coding	-0.921015601	0.149866025	0.053271129	0.215071539	0.050338312	0	3	4	9	16	7	17	7	2	10	34	30	31
ENSG00000072135.10	PTPN18	protein_coding	-0.302833153	4.237566181	0.05341307	0.215589893	0.011152663	0	557	902	873	166	171	202	139	139	117	109	141	97
ENSG00000157077.12	ZFYVE9	protein_coding	0.226954012	5.241918349	0.053455562	0.215610241	0.007767278	0	440	517	508	425	544	519	574	515	483	543	748	668
ENSG00000109680.8	TBC1D19	protein_coding	0.430877347	2.158026992	0.053449769	0.215610241	0.02121153	0	29	44	29	44	94	60	78	95	65	58	84	68
ENSG00000120833.11	SOCS2	protein_coding	0.228561118	5.531516955	0.053458764	0.215610241	0.008274143	0	498	656	520	425	588	675	717	531	526	776	1107	903
ENSG00000204160.9	ZDHHC18	protein_coding	-0.304567528	4.398773489	0.05353026	0.215749496	0.013339727	0	352	612	579	241	302	276	214	210	176	261	365	221
ENSG00000179583.15	CIITA	protein_coding	0.321734719	3.006169285	0.053507981	0.215749496	0.013466541	0	1	1	3	132	194	173	238	170	156	64	126	76
ENSG00000100129.15	EIF3L	protein_coding	0.182256221	7.320049943	0.053592919	0.215877706	0.005975992	0	1652	2552	2425	1916	2556	2673	2702	2455	2132	1893	2816	1983
ENSG00000102189.14	EEA1	protein_coding	-0.334066794	6.104306069	0.053656247	0.216078092	0.020234803	0	1419	1169	1407	814	1006	1266	769	654	758	678	1058	1158
ENSG00000185432.11	METTL7A	protein_coding	-0.236192249	4.437047567	0.053690507	0.216161352	0.007993854	0	87	110	117	344	529	502	364	333	344	252	369	290
ENSG00000113593.9	PPWD1	protein_coding	-0.253465049	5.453160373	0.053729049	0.216207107	0.010672961	0	643	704	693	551	747	854	601	514	499	484	651	702
ENSG00000100075.7	SLC25A1	protein_coding	-0.387201926	6.718154677	0.053723682	0.216207107	0.028066462	0	1652	3999	3240	1186	2007	1691	1262	1062	1014	809	1308	546
ENSG00000124374.8	PAIP2B	protein_coding	0.426535161	2.949548467	0.053801663	0.21633517	0.009061212	0	298	378	384	34	32	49	52	45	42	32	55	49
ENSG00000109472.11	CPE	protein_coding	-0.297449725	5.959346973	0.053775421	0.21633517	0.01583291	0	1182	1510	1193	750	1362	888	811	683	696	557	776	716
ENSG00000183527.9	PSMG1	protein_coding	0.199991562	5.912221821	0.053790055	0.21633517	0.00626015	0	1098	1497	1318	574	730	830	858	674	673	684	974	853
ENSG00000163932.11	PRKCD	protein_coding	-0.3600148	3.686587834	0.053885003	0.216607468	0.017148009	0	344	365	400	128	174	228	104	134	126	84	157	97
ENSG00000177943.11	MAMDC4	protein_coding	-0.938278738	0.5743372	0.053899136	0.216607468	0.06224421	0	25	67	53	4	20	27	10	7	6	10	14	4
ENSG00000180891.10	CUEDC1	protein_coding	-0.265473471	5.143301899	0.053977415	0.216822683	0.011913235	0	449	736	590	563	716	759	585	522	424	232	447	243
ENSG00000153234.11	NR4A2	protein_coding	-0.521441911	1.671366585	0.053996149	0.21684319	0.0163181	0	81	76	96	32	42	35	18	25	25	30	45	43
ENSG00000170310.12	STX8	protein_coding	0.250309583	4.835231414	0.054135691	0.217293889	0.009708221	0	359	489	418	300	486	436	481	454	366	327	427	412
ENSG00000131435.10	PDLIM4	protein_coding	0.393949532	4.25860984	0.054162988	0.217348627	0.027462966	0	0	1	0	257	470	391	481	448	379	246	335	145
ENSG00000155096.11	AZIN1	protein_coding	0.182314276	9.059491936	0.054271908	0.217730795	0.006318401	0	8787	11014	10925	5822	7441	8768	8399	7180	6832	5139	7454	6951
ENSG00000116221.13	MRPL37	protein_coding	0.216707187	6.503223021	0.054301962	0.217796449	0.008236051	0	1111	1681	1790	1004	1177	1414	1402	1256	1106	1195	1675	1118
ENSG00000147251.13	DOCK11	protein_coding	-0.258257931	5.136768566	0.054369859	0.21795889	0.011340091	0	100	107	108	612	829	892	627	544	573	349	550	570
ENSG00000154127.7	UBASH3B	protein_coding	0.181060808	7.857953145	0.054420489	0.218106902	0.006146883	0	24	29	43	3549	4427	5376	5043	4341	4181	2912	4354	3544
ENSG00000143845.12	ETNK2	protein_coding	0.373944109	4.158215613	0.054450261	0.218171267	0.02262309	0	181	399	355	202	273	244	331	282	232	209	287	147
ENSG00000155636.12	RBM45	protein_coding	-0.276018053	3.933442158	0.054487656	0.218266138	0.0083103	0	326	440	452	158	194	240	154	130	153	140	206	173
ENSG00000110031.10	LPXN	protein_coding	0.253281654	4.690390458	0.054536654	0.218407426	0.01053363	0	22	38	23	423	489	660	621	565	494	283	371	269
ENSG00000081181.5	ARG2	protein_coding	0.289816222	3.689159305	0.054625829	0.21865448	0.011099537	0	122	149	160	165	207	222	276	189	192	150	180	190
ENSG00000095002.10	MSH2	protein_coding	-0.232527542	6.843585633	0.054657896	0.218727812	0.009802623	0	2282	2665	2416	1342	1648	2099	1422	1213	1237	1073	1580	1595
ENSG00000167196.11	FBXO22	protein_coding	0.216568588	5.94522079	0.054731218	0.218966158	0.007309598	0	1679	2185	2030	497	545	712	686	628	523	559	795	633
ENSG00000158092.4	NCK1	protein_coding	0.28917104	5.233504736	0.054848421	0.219324761	0.014287892	0	626	571	600	349	519	581	590	546	443	467	622	617
ENSG00000179029.12	TMEM107	protein_coding	0.316589051	4.276319045	0.054921422	0.219538067	0.015724574	0	215	300	257	228	286	294	316	304	285	234	429	200
ENSG00000165259.11	HDX	protein_coding	0.363229073	2.826680255	0.05492936	0.219538067	0.017030264	0	77	86	81	65	132	112	129	114	110	77	102	123
ENSG00000142252.8	GEMIN7	protein_coding	0.310681619	4.590225323	0.055009616	0.219803617	0.015643602	0	280	569	412	260	341	365	427	335	318	277	430	235
ENSG00000068354.13	TBC1D25	protein_coding	0.378048696	3.629477068	0.055028904	0.21982548	0.022372009	0	68	166	163	137	210	202	246	194	199	167	243	128
ENSG00000135870.9	RC3H1	protein_coding	-0.237977279	5.861680762	0.05508956	0.220012546	0.009388383	0	1552	1611	1872	568	750	877	628	524	514	461	710	648
ENSG00000164587.9	RPS14	protein_coding	0.204985592	9.508230239	0.055175121	0.220243689	0.008094572	0	13883	22299	20169	6988	9313	9060	10041	9336	7072	7113	10939	7382
ENSG00000154310.14	TNIK	protein_coding	-0.351051441	2.119919705	0.055248618	0.220481757	0.008840229	0	21	19	24	67	93	90	66	57	53	54	97	85
ENSG00000124541.6	RRP36	protein_coding	-0.178937016	6.901482201	0.055295487	0.220613462	0.005670813	0	1496	2225	2116	1572	2023	2298	1685	1578	1403	1365	1824	1438
ENSG00000145782.10	ATG12	protein_coding	-0.211511448	5.752955493	0.05539949	0.220955441	0.007283267	0	910	1108	1026	632	904	988	709	634	602	532	797	724
ENSG00000272391.3	POM121C	protein_coding	-0.358785507	2.862411506	0.055422862	0.220955441	0.012668974	0	111	212	231	80	112	125	81	71	69	57	86	67
ENSG00000232119.5	MCTS1	protein_coding	0.207407016	6.675342466	0.05541153	0.220955441	0.007724773	0	1277	1600	1416	1108	1461	1699	1604	1510	1295	1256	1733	1709
ENSG00000140961.10	OSGIN1	protein_coding	-0.595479771	2.20082703	0.055461966	0.221055948	0.045467966	0	82	195	190	53	70	57	45	24	39	26	38	10
ENSG00000131495.6	NDUFA2	protein_coding	0.279910479	5.933495813	0.055508515	0.221186073	0.014153434	0	838	1497	1205	634	964	918	1049	940	753	590	1016	518
ENSG00000109618.9	SEPSECS	protein_coding	0.278500012	4.018758606	0.055533308	0.22121927	0.009140404	0	389	517	419	136	167	189	181	190	164	162	233	180
ENSG00000204599.12	TRIM39	protein_coding	-0.287464437	3.532815065	0.055677844	0.221370368	0.009673401	0	166	264	210	165	177	219	162	123	130	110	183	128
ENSG00000107968.7	MAP3K8	protein_coding	0.335688618	2.787470956	0.055681472	0.221370368	0.009185868	0	106	161	155	65	102	75	105	86	84	80	105	82
ENSG00000142534.4	RPS11	protein_coding	0.235488328	9.850207671	0.055642528	0.221370368	0.010803202	0	12799	23183	19919	9641	13813	13131	15021	13267	10557	10247	14769	9145
ENSG00000147164.9	SNX12	protein_coding	0.227093357	6.973050024	0.055646144	0.221370368	0.00959773	0	1071	1833	1639	1516	2130	2215	2451	1955	1766	1587	2166	1357
ENSG00000133142.15	TCEAL4	protein_coding	-0.256001244	5.662588449	0.055690438	0.221370368	0.010878865	0	1299	1458	1397	501	749	736	488	464	525	424	631	587
ENSG00000185436.9	IFNLR1	protein_coding	0.304744801	2.589189865	0.055758942	0.221538208	0.007608062	0	39	55	39	81	104	106	118	101	104	67	116	83
ENSG00000135334.8	AKIRIN2	protein_coding	0.275557012	4.205471451	0.05576397	0.221538208	0.009956084	0	321	424	474	183	233	235	270	231	210	161	290	257
ENSG00000150281.6	CTF1	protein_coding	-0.843792518	-0.130853833	0.055803686	0.22164065	0.035098712	0	8	27	22	16	13	15	7	5	10	7	7	2
ENSG00000119403.11	PHF19	protein_coding	-0.241035879	7.248866507	0.055839225	0.221726455	0.011007783	0	719	1267	1334	2301	2831	3350	2492	2098	1874	2248	3253	1995
ENSG00000149547.12	EI24	protein_coding	0.178620647	7.137201174	0.055915142	0.221873165	0.005739763	0	1260	1854	1846	1692	2025	2327	2402	1922	1854	1914	2831	2228
ENSG00000139668.8	WDFY2	protein_coding	0.281177823	4.028810156	0.055907039	0.221873165	0.010634522	0	205	270	264	189	205	243	259	223	217	173	350	238
ENSG00000262246.3	CORO7	protein_coding	-0.464431583	2.867642423	0.05611071	0.222526798	0.031664577	0	80	172	135	91	164	149	105	77	79	72	119	41
ENSG00000068745.12	IP6K2	protein_coding	-0.215275929	5.277664329	0.056212983	0.222765821	0.007425258	0	461	661	616	529	786	713	620	492	461	431	561	449
ENSG00000106066.11	CPVL	protein_coding	-0.223677723	5.221472324	0.056211731	0.222765821	0.008407838	0	1	0	1	657	988	882	683	635	619	465	694	510
ENSG00000137073.18	UBAP2	protein_coding	-0.204527109	5.758568975	0.056201184	0.222765821	0.006964877	0	676	861	894	741	928	1008	798	640	655	563	901	789
ENSG00000163689.16	C3orf67	protein_coding	0.418461919	1.967659957	0.056233636	0.222792177	0.013656113	0	59	60	48	29	44	57	56	53	46	58	74	77
ENSG00000164220.6	F2RL2	protein_coding	0.601215148	0.977677536	0.056283554	0.222823494	0.01930593	0	0	0	0	26	13	22	26	29	29	44	68	58
ENSG00000108239.8	TBC1D12	protein_coding	-0.248444381	5.3002196	0.056264295	0.222823494	0.010283568	0	579	783	767	516	570	790	556	439	426	400	559	578
ENSG00000163125.13	RPRD2	protein_coding	-0.257445669	4.990865886	0.056374166	0.223076151	0.009527907	0	1001	1118	1163	284	361	396	289	240	253	204	342	303
ENSG00000164953.13	TMEM67	protein_coding	0.294190256	3.726155169	0.056375413	0.223076151	0.010939576	0	252	278	301	114	164	171	158	159	173	141	228	193
ENSG00000182272.9	B4GALNT4	protein_coding	-0.614206102	2.664273819	0.056395338	0.223099507	0.034627319	0	178	437	313	35	46	36	25	22	22	32	43	15
ENSG00000173039.16	RELA	protein_coding	-0.260542857	5.594451122	0.056422603	0.223151886	0.011914689	0	562	963	942	656	936	914	672	607	594	524	754	429
ENSG00000055732.10	MCOLN3	protein_coding	-0.501324788	1.907289849	0.056475215	0.223169472	0.02684837	0	102	87	77	39	64	85	37	46	34	23	31	24
ENSG00000188295.12	ZNF669	protein_coding	-0.274110198	4.127501466	0.056490153	0.223169472	0.009683388	0	368	492	468	189	272	267	202	174	164	149	192	217
ENSG00000197385.5	ZNF860	protein_coding	-0.321513101	3.765182032	0.056455891	0.223169472	0.015469641	0	160	183	190	201	232	370	221	161	190	132	160	155
ENSG00000182923.14	CEP63	protein_coding	-0.293382533	3.94419353	0.056451481	0.223169472	0.011638605	0	284	289	323	176	249	293	192	162	168	152	215	212
ENSG00000243317.5	C7orf73	protein_coding	0.216376474	5.513643654	0.056502578	0.223169472	0.007406472	0	879	1007	990	439	580	635	633	557	533	482	747	642
ENSG00000159063.10	ALG8	protein_coding	0.179667394	6.749118842	0.0565286	0.223169472	0.005697926	0	1258	1798	1592	1220	1494	1811	1721	1462	1417	1391	1897	1597
ENSG00000185800.9	DMWD	protein_coding	-0.339779819	3.937295663	0.056567311	0.223169472	0.017874077	0	180	361	330	206	271	317	199	179	182	157	226	115
ENSG00000130725.5	UBE2M	protein_coding	0.244639019	6.351842607	0.056556593	0.223169472	0.010958639	0	705	1336	1085	1003	1241	1380	1487	1293	1097	1073	1487	931
ENSG00000157540.17	DYRK1A	protein_coding	-0.206843822	6.865523896	0.056555747	0.223169472	0.007776218	0	2232	2649	2824	1414	1732	1883	1456	1213	1257	1100	1603	1569
ENSG00000178409.11	BEND3	protein_coding	-0.270155228	3.953916669	0.056600585	0.223190062	0.008640104	0	320	494	440	173	194	251	180	134	147	127	196	161
ENSG00000125731.10	SH2D3A	protein_coding	0.380454332	3.943425076	0.056587972	0.223190062	0.024212863	0	146	260	259	168	227	265	304	250	217	165	306	118
ENSG00000112062.8	MAPK14	protein_coding	0.167697273	7.488798661	0.056638008	0.223226985	0.005209962	0	1517	2118	1933	2140	2931	3290	3138	2737	2527	2310	3249	2763
ENSG00000111817.14	DSE	protein_coding	0.200318722	5.553794979	0.056633507	0.223226985	0.006770147	0	127	184	164	647	970	944	998	803	833	605	821	693
ENSG00000177917.8	ARL6IP6	protein_coding	0.233483732	5.987514475	0.056768305	0.223484115	0.009684857	0	674	659	689	727	963	1084	1147	940	845	882	1159	1023
ENSG00000105339.8	DENND3	protein_coding	-0.258435605	4.521273184	0.056743843	0.223484115	0.010573411	0	81	114	112	346	547	563	399	363	322	287	466	272
ENSG00000110931.16	CAMKK2	protein_coding	0.236513365	5.10797994	0.056773477	0.223484115	0.008770281	0	584	883	922	335	468	511	522	487	379	315	494	328
ENSG00000179958.6	DCTPP1	protein_coding	0.278547259	5.613652643	0.056758017	0.223484115	0.013052959	0	1036	1960	1683	377	480	521	615	497	401	476	721	422
ENSG00000130304.14	SLC27A1	protein_coding	-0.491165874	2.564493502	0.0567377	0.223484115	0.038323752	0	18	56	47	125	172	145	97	92	94	51	81	25
ENSG00000079387.11	SENP1	protein_coding	0.205371825	5.77824232	0.056787859	0.223485439	0.007091251	0	770	946	937	576	793	937	875	754	742	631	838	786
ENSG00000172059.8	KLF11	protein_coding	-0.238351711	4.482854263	0.056816794	0.223544016	0.00801098	0	257	334	365	287	419	455	333	267	279	244	337	316
ENSG00000172667.8	ZMAT3	protein_coding	-0.296981423	4.448162107	0.056973276	0.224048886	0.013680004	0	503	530	554	259	321	363	293	217	185	163	279	265
ENSG00000132196.11	HSD17B7	protein_coding	-0.286708596	4.101700866	0.057136671	0.224358731	0.012305403	0	158	218	185	226	402	346	266	236	210	227	282	196
ENSG00000121966.6	CXCR4	protein_coding	-0.666278321	3.025195139	0.057124469	0.224358731	0.0140277	0	375	579	534	12	29	14	13	13	5	11	10	9
ENSG00000109332.17	UBE2D3	protein_coding	0.163573871	8.265556615	0.057151173	0.224360303	0.005099879	0	2966	4032	3888	3610	4953	5341	5300	4627	4048	3900	5548	4649
ENSG00000197045.10	GMFB	protein_coding	0.198444861	9.012039763	0.057230766	0.224617347	0.007709174	0	5069	5875	5643	5948	8429	8967	8772	7756	7403	6151	9251	8809
ENSG00000050165.15	DKK3	protein_coding	0.466888217	1.745167756	0.057354379	0.225046984	0.023222183	0	0	0	1	53	58	49	79	71	52	47	95	45
ENSG00000135476.9	ESPL1	protein_coding	-0.263130644	6.084473289	0.057442762	0.225338212	0.012754585	0	655	1128	1255	928	1193	1451	1024	858	786	796	1173	690
ENSG00000169032.7	MAP2K1	protein_coding	0.194032831	6.224342678	0.057510434	0.225548071	0.006591062	0	701	952	1088	906	1229	1298	1375	1121	1037	867	1347	982
ENSG00000132581.7	SDF2	protein_coding	0.200260715	6.068108672	0.057544524	0.22562615	0.006860632	0	818	1247	1078	747	1013	1069	1195	946	793	778	1133	924
ENSG00000111490.10	TBC1D30	protein_coding	-0.577624591	4.50941772	0.057641357	0.225894492	0.017502667	0	1300	1556	1602	15	34	55	18	14	29	22	35	27
ENSG00000157191.17	NECAP2	protein_coding	0.225344487	6.324478329	0.057809655	0.225994626	0.00932853	0	649	1164	1014	1031	1446	1385	1568	1348	1155	924	1283	846
ENSG00000138675.14	FGF5	protein_coding	-0.327155633	3.093349205	0.057777018	0.225994626	0.012922317	0	0	0	1	121	126	191	119	90	104	166	265	225
ENSG00000137266.12	SLC22A23	protein_coding	-1.470233407	1.55429503	0.05777395	0.225994626	0.027357531	0	120	170	230	6	2	5	0	3	1	0	0	0
ENSG00000079819.14	EPB41L2	protein_coding	-0.292917828	5.527237613	0.057811801	0.225994626	0.015403067	0	438	416	543	575	737	981	590	525	547	608	933	977
ENSG00000106617.11	PRKAG2	protein_coding	0.249902062	5.684994081	0.05773437	0.225994626	0.011204141	0	215	218	237	664	796	1024	1074	854	734	700	1023	1006
ENSG00000104714.11	ERICH1	protein_coding	-0.331889474	2.751001913	0.057797573	0.225994626	0.009028583	0	78	105	117	87	120	117	71	75	84	86	120	99
ENSG00000104907.10	TRMT1	protein_coding	-0.320570323	4.433438031	0.057801171	0.225994626	0.016890863	0	296	555	490	268	348	383	291	237	194	245	378	189
ENSG00000104936.15	DMPK	protein_coding	-0.375986081	3.014540364	0.05780531	0.225994626	0.018045397	0	125	233	181	111	159	141	94	78	111	67	79	53
ENSG00000280433.1	TMEM1	protein_coding	-0.544149736	1.296763668	0.057815198	0.225994626	0.020529289	0	37	47	56	33	35	49	27	25	20	20	23	41
ENSG00000198034.8	RPS4X	protein_coding	0.163414035	10.16040958	0.057823149	0.225994626	0.005279313	0	14214	20385	19893	12995	18500	18200	18739	16522	14725	13313	18442	14491
ENSG00000100749.5	VRK1	protein_coding	0.207260832	6.510694738	0.057849233	0.226041047	0.007795005	0	1108	1354	1189	935	1328	1459	1409	1239	1187	1214	1656	1624
ENSG00000110723.9	EXPH5	protein_coding	-0.346108027	4.403069364	0.057869111	0.226063203	0.020198836	0	295	293	372	296	324	375	228	243	233	205	413	400
ENSG00000100031.16	GGT1	protein_coding	0.414427798	2.56578399	0.057992562	0.22648985	0.025366644	0	0	3	5	90	114	128	147	140	111	72	125	46
ENSG00000070961.12	ATP2B1	protein_coding	-0.220658202	7.939575291	0.05800813	0.226495058	0.009410897	0	5585	6339	6558	2893	3848	4537	3094	2678	2850	1578	2463	2433
ENSG00000114268.9	PFKFB4	protein_coding	0.335511331	4.744501869	0.058156866	0.22696441	0.020282799	0	75	164	143	285	502	481	535	462	424	465	619	329
ENSG00000196660.8	SLC30A10	protein_coding	0.466259123	2.049636361	0.058178303	0.226992392	0.030830324	0	2	1	0	62	118	56	105	96	93	36	61	51
ENSG00000104361.7	NIPAL2	protein_coding	-0.335785804	4.488495415	0.058255479	0.227237785	0.013641463	0	915	1197	1046	114	142	197	124	108	89	120	142	176
ENSG00000070476.12	ZXDC	protein_coding	-0.283959439	4.453578254	0.05827817	0.227270579	0.011212926	0	483	792	774	217	265	316	203	178	205	171	291	177
ENSG00000143742.10	SRP9	protein_coding	0.190710339	8.373407323	0.058386425	0.227581186	0.007089814	0	5096	5892	5866	3547	5049	5354	5291	4684	4266	3372	5145	4686
ENSG00000092010.12	PSME1	protein_coding	0.200859794	7.857306699	0.058449815	0.22774912	0.007797809	0	3406	4936	4715	2558	3999	3483	3941	3515	2915	2197	3355	2245
ENSG00000185189.13	NRBP2	protein_coding	-0.398805055	2.41417279	0.058503339	0.227869432	0.018398723	0	55	111	78	70	93	136	81	61	60	49	86	44
ENSG00000167283.5	ATP5L	protein_coding	0.192028936	7.459968404	0.058581522	0.22811811	0.006982543	0	2476	4288	3663	1857	2561	2681	2727	2385	2165	1975	2649	1987
ENSG00000049130.11	KITLG	protein_coding	-0.292047959	6.137194285	0.058600088	0.228134573	0.013851348	0	3453	3655	4169	315	330	406	322	216	242	293	364	414
ENSG00000159346.10	ADIPOR1	protein_coding	0.192317069	7.220293825	0.058667001	0.228136344	0.006851902	0	2482	4007	3697	1414	1935	1956	2043	1803	1605	1795	2444	1726
ENSG00000143761.11	ARF1	protein_coding	0.24484137	8.552008297	0.05868179	0.228136344	0.011872913	0	2994	5343	5954	4332	5966	6235	6895	5595	5137	4658	7459	4536
ENSG00000146411.5	SLC2A12	protein_coding	0.275042955	4.537657718	0.058686573	0.228136344	0.013029073	0	41	67	44	368	585	454	576	466	489	193	289	276
ENSG00000185947.12	ZNF267	protein_coding	0.254894125	5.368361312	0.058676956	0.228136344	0.010595439	0	1086	1228	1275	306	440	452	464	390	423	404	520	566
ENSG00000101974.12	ATP11C	protein_coding	-0.235875591	6.775491502	0.058627968	0.228136344	0.010339573	0	2534	2747	2649	1129	1676	1841	1218	1105	1174	982	1385	1391
ENSG00000137522.15	RNF121	protein_coding	0.235547423	4.705752941	0.058800725	0.228524265	0.008113858	0	444	675	628	252	381	357	398	318	329	245	395	262
ENSG00000100568.8	VTI1B	protein_coding	0.180754275	6.949308728	0.058821916	0.228550795	0.005872543	0	2673	3588	3378	1169	1531	1667	1631	1451	1360	1048	1624	1454
ENSG00000066455.10	GOLGA5	protein_coding	-0.201382519	6.39228453	0.05884118	0.228569827	0.007082614	0	1850	2198	2069	850	1254	1346	985	861	829	806	1137	1043
ENSG00000101558.11	VAPA	protein_coding	0.202031869	8.026839276	0.058872532	0.228635796	0.00793116	0	3967	4570	4383	2694	3701	3973	4059	3566	3080	3049	4333	4216
ENSG00000177854.7	TMEM187	protein_coding	0.43798261	3.0279939	0.058909545	0.228723711	0.021421561	0	195	407	346	56	70	58	87	67	72	44	81	36
ENSG00000121236.17	TRIM6	protein_coding	-0.278516691	3.406134431	0.058935505	0.228768679	0.00885226	0	2	5	3	150	177	183	136	122	121	219	331	292
ENSG00000174721.9	FGFBP3	protein_coding	-0.601032182	1.112547747	0.0590164	0.228976817	0.029786303	0	24	25	40	29	24	45	21	23	14	35	54	24
ENSG00000181588.16	MEX3D	protein_coding	-0.199852666	5.772011117	0.05904815	0.2290383	0.006893561	0	484	774	709	837	990	1057	827	739	702	654	957	693
ENSG00000129084.15	PSMA1	protein_coding	0.2286425	5.882099285	0.059071026	0.22907119	0.009331425	0	642	770	687	643	886	976	1019	844	770	698	1110	1076
ENSG00000174839.10	DENND6A	protein_coding	-0.215020332	6.161919622	0.059099145	0.229123735	0.008269385	0	675	850	730	879	1240	1530	1007	910	873	953	1360	1257
ENSG00000127663.12	KDM4B	protein_coding	-0.281890288	4.844493791	0.059113376	0.229123735	0.013651078	0	275	451	436	428	590	568	414	356	399	312	510	267
ENSG00000105723.9	GSK3A	protein_coding	-0.275365077	3.861178348	0.059131147	0.229136796	0.010421483	0	144	249	252	188	257	287	218	165	160	165	279	178
ENSG00000150977.10	RILPL2	protein_coding	-0.221139774	4.42559161	0.059157477	0.229183009	0.007282797	0	172	241	199	372	522	534	389	360	347	151	233	169
ENSG00000144730.14	IL17RD	protein_coding	-0.239288357	4.825932588	0.059231028	0.229356262	0.009710715	0	71	106	98	509	732	705	583	408	490	281	397	362
ENSG00000156860.13	FBRS	protein_coding	-0.375357063	3.730040106	0.059217605	0.229356262	0.020208957	0	302	506	532	107	212	170	119	124	92	80	155	78
ENSG00000163281.9	GNPDA2	protein_coding	0.277820319	4.740103424	0.059275971	0.229421512	0.01318765	0	163	146	147	329	482	449	496	461	413	375	490	500
ENSG00000063660.6	GPC1	protein_coding	-0.398413824	4.943012579	0.059319601	0.229531655	0.029579435	0	367	1002	837	443	596	576	407	366	331	227	329	153
ENSG00000175505.10	CLCF1	protein_coding	-0.300145717	3.190595369	0.059337303	0.229544328	0.011272417	0	80	126	124	140	174	202	156	121	101	99	162	91
ENSG00000162407.8	PPAP2B	protein_coding	-0.207457823	5.000582595	0.059428487	0.229841191	0.006783501	0	219	294	312	490	683	760	543	488	464	310	515	396
ENSG00000076043.7	REXO2	protein_coding	0.191143645	5.934282052	0.05953094	0.230179954	0.006354255	0	220	307	251	820	1040	1119	1071	1037	945	933	1315	1063
ENSG00000088451.8	TGDS	protein_coding	0.259942178	4.29222371	0.059573946	0.230179954	0.010159828	0	188	217	206	206	342	291	325	295	278	248	425	323
ENSG00000102271.11	KLHL4	protein_coding	0.196794366	6.598932239	0.059553385	0.230179954	0.007302619	0	16	9	22	1435	1978	2170	2195	1817	1723	1216	1633	1598
ENSG00000253304.1	TMEM200B	protein_coding	-0.278794019	3.450865517	0.059650368	0.230419277	0.010820167	0	1	3	2	209	248	259	184	188	160	148	250	157
ENSG00000175193.10	PARL	protein_coding	0.184447576	5.879450149	0.059710756	0.230596563	0.005457129	0	965	1347	1280	564	773	823	847	719	639	698	1019	809
ENSG00000136828.16	RALGPS1	protein_coding	0.461657265	2.348096372	0.059743753	0.230668008	0.014987003	0	177	219	237	14	29	42	37	39	28	24	39	44
ENSG00000198198.11	SZT2	protein_coding	-0.2774316	4.083406083	0.059778626	0.230746655	0.010833433	0	237	407	417	208	291	310	225	192	181	172	238	152
ENSG00000172992.9	DCAKD	protein_coding	0.28954397	4.121656248	0.059890351	0.231121846	0.012627123	0	281	522	443	151	256	237	266	234	203	153	248	149
ENSG00000170549.3	IRX1	protein_coding	-0.632306166	0.252479061	0.059988301	0.231201554	0.029384786	0	0	0	0	27	27	23	15	18	12	21	30	11
